index,content_type,best_model,golden_avg_score,finetuned_avg_score,base_avg_score,golden_critique,finetuned_critique,base_critique,golden_scores,finetuned_scores,base_scores
158,paid_ad_pas,A,5.0,3.8,3.0,文案简洁有力，痛点放大与解决方案紧密结合，CTA明确。,文案内容详实但略显冗长，CTA不够突出。,文案过于冗长，不符合信息流广告的简洁要求。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，痛点放大与解决方案紧密结合，CTA明确。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案内容详实但略显冗长，CTA不够突出。'}","{'score_suitability_brevity': 1, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '文案过于冗长，不符合信息流广告的简洁要求。'}"
159,paid_ad_bab,B,4.2,4.8,4.0,文案简洁有力，但未完全遵循之前-之后-桥梁风格。,完美遵循之前-之后-桥梁风格，信息清晰且吸引人。,文案过于冗长，虽遵循风格但不够简洁。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '文案简洁有力，但未完全遵循之前-之后-桥梁风格。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '完美遵循之前-之后-桥梁风格，信息清晰且吸引人。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案过于冗长，虽遵循风格但不够简洁。'}"
160,paid_ad_fab,A,4.6,4.4,3.6,极具冲击力的数据支持，能迅速激发好奇心,简洁明了，但CTA较弱,过于冗长，包含大量不必要的细节,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的数据支持，能迅速激发好奇心'}","{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁明了，但CTA较弱'}","{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '过于冗长，包含大量不必要的细节'}"
161,social_media_review,A,5.0,4.0,3.0,真实故事与专业完美融合,温和有效但稍显平淡,情感化但专业性不足,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实故事与专业完美融合'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '温和有效但稍显平淡'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '情感化但专业性不足'}"
162,social_media_educational,A,5.0,3.5,2.5,专业科普，完美契合品牌,信息实用但专业感稍弱,过于营销化，缺乏深度,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，完美契合品牌'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '信息实用但专业感稍弱'}","{'score_authenticity_immersion': 2, 'score_value_engagement': 3, 'score_brand_fit': 2, 'score_instruction_following': 3, 'critique': '过于营销化，缺乏深度'}"
163,social_media_myth_busting,A,5.0,4.0,3.0,专业且引人入胜的科普,信息丰富但略显冗长,情感化但专业性不足,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且引人入胜的科普'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '信息丰富但略显冗长'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '情感化但专业性不足'}"
164,social_media_storytelling,A,5.0,3.5,2.5,情感真挚，品牌融合自然,信息实用但故事性较弱,内容平淡，缺乏深度,"{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '情感真挚，品牌融合自然'}","{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 4, 'score_instruction_following': 4, 'critique': '信息实用但故事性较弱'}","{'score_authenticity_immersion': 2, 'score_value_engagement': 2, 'score_brand_fit': 3, 'score_instruction_following': 3, 'critique': '内容平淡，缺乏深度'}"
165,ecommerce_long_form,A,5.0,4.0,3.0,专业性强，逻辑清晰，信任感高,信息全面，但略显冗长,基础信息完整，缺乏深度,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，逻辑清晰，信任感高'}","{'score_professionalism_persuasion': 4, 'score_clarity_value': 4, 'score_trust_building': 4, 'critique': '信息全面，但略显冗长'}","{'score_professionalism_persuasion': 3, 'score_clarity_value': 3, 'score_trust_building': 3, 'critique': '基础信息完整，缺乏深度'}"
166,paid_ad_cta,A,4.6,4.6,3.0,简洁性极佳，信息高度压缩，完美适配信息流的阅读场景。,极具冲击力，能迅速激发好奇心或击中痛点，让我不点就难受。,灾难性的冗长，包含了大段的、不必要的细节，完全不适合作为付费广告。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁性极佳，信息高度压缩，完美适配信息流的阅读场景。'}","{'score_suitability_brevity': 3, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力，能迅速激发好奇心或击中痛点，让我不点就难受。'}","{'score_suitability_brevity': 1, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '灾难性的冗长，包含了大段的、不必要的细节，完全不适合作为付费广告。'}"
167,paid_ad_pas,A,5.0,4.2,3.0,极具冲击力的开头，迅速击中敏感肌痛点,描述过于详细导致重点不够突出,结构冗长完全不符合信息流广告要求,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头，迅速击中敏感肌痛点'}","{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '描述过于详细导致重点不够突出'}","{'score_suitability_brevity': 1, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '结构冗长完全不符合信息流广告要求'}"
168,paid_ad_bab,A,5.0,3.8,2.6,极具冲击力的开头，迅速激发好奇心并击中痛点,开头中规中矩，有一定吸引力但缺乏亮点,灾难性的冗长，包含了大段的、不必要的细节,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头，迅速激发好奇心并击中痛点'}","{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '开头中规中矩，有一定吸引力但缺乏亮点'}","{'score_suitability_brevity': 1, 'score_click_appeal': 1, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '灾难性的冗长，包含了大段的、不必要的细节'}"
169,paid_ad_fab,A,4.8,3.6,3.8,简洁有力，信息高度压缩，完美适配信息流广告,过于冗长，包含了大段不必要的细节，不适合付费广告,文案开头平淡无奇，广告感过重，容易被忽略,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，信息高度压缩，完美适配信息流广告'}","{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '过于冗长，包含了大段不必要的细节，不适合付费广告'}","{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案开头平淡无奇，广告感过重，容易被忽略'}"
