index,content_type,best_model,base_avg_score,sft_avg_score,grpo_avg_score,base_critique,sft_critique,grpo_critique,base_scores,sft_scores,grpo_scores
159,paid_ad_bab,B,4.2,5.0,4.0,文案内容丰富，但略显冗长，不够简洁。,文案简洁有力，吸引力强，CTA明确。,文案简洁，但吸引力和CTA稍弱。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案内容丰富，但略显冗长，不够简洁。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，吸引力强，CTA明确。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁，但吸引力和CTA稍弱。'}"
160,paid_ad_fab,C,3.6,4.6,4.8,文案过于冗长，不符合付费广告'短平快'的本质。,文案简洁有力，核心信息突出，适合快速阅读。,文案极具吸引力，能迅速激发好奇心，行动号召明确。,"{'score_suitability_brevity': 2, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': ""文案过于冗长，不符合付费广告'短平快'的本质。""}","{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，核心信息突出，适合快速阅读。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具吸引力，能迅速激发好奇心，行动号召明确。'}"
161,social_media_review,C,3.25,4.25,5.0,广告感较重，缺乏深度,真实感强，信息丰富,情感真挚，品牌契合度高,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '广告感较重，缺乏深度'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '真实感强，信息丰富'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '情感真挚，品牌契合度高'}"
162,social_media_educational,C,3.25,4.25,5.0,广告感较重，缺乏深度,科普性强，互动潜力高,专业且真实，完美契合品牌,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '广告感较重，缺乏深度'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '科普性强，互动潜力高'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且真实，完美契合品牌'}"
163,social_media_myth_busting,B,3.25,4.75,4.5,故事性一般，广告感较重,专业性强，信息价值高,故事真实，品牌契合,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '故事性一般，广告感较重'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业性强，信息价值高'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '故事真实，品牌契合'}"
164,social_media_storytelling,C,3.25,4.25,5.0,故事性一般，广告感较重,真实感强，信息价值高,完美融合故事与专业,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '故事性一般，广告感较重'}","{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '真实感强，信息价值高'}","{'score_authenticity_immersion': 5, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '完美融合故事与专业'}"
165,ecommerce_long_form,B,3.3333333333333335,5.0,4.0,信息完整但缺乏深度,专业性强，逻辑清晰,简洁明了，信任感强,"{'score_professionalism_persuasion': 3, 'score_clarity_value': 4, 'score_trust_building': 3, 'critique': '信息完整但缺乏深度'}","{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，逻辑清晰'}","{'score_professionalism_persuasion': 4, 'score_clarity_value': 4, 'score_trust_building': 4, 'critique': '简洁明了，信任感强'}"
166,paid_ad_cta,B,4.0,4.8,4.6,文案内容全面但略显冗长，适合详细阅读但不够简洁。,简洁有力，钩子直接击中敏感肌痛点，CTA明确且有促销吸引力。,钩子极具冲击力，科学数据增强可信度，但CTA稍显弱化。,"{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案内容全面但略显冗长，适合详细阅读但不够简洁。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，钩子直接击中敏感肌痛点，CTA明确且有促销吸引力。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '钩子极具冲击力，科学数据增强可信度，但CTA稍显弱化。'}"
167,paid_ad_pas,B,3.4,5.0,4.6,灾难性的冗长，完全不适合作为付费广告,简洁有力，能迅速激发好奇心并击中痛点,简洁且专业，但点击吸引力略逊于模型B,"{'score_suitability_brevity': 1, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '灾难性的冗长，完全不适合作为付费广告'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，能迅速激发好奇心并击中痛点'}","{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁且专业，但点击吸引力略逊于模型B'}"
168,paid_ad_bab,B,4.4,4.6,4.4,文案结构完整，但略显冗长，不够简洁。,简洁有力，吸引力强，但CTA稍显模板化。,文案内容丰富，但结构稍显复杂，不够简洁。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案结构完整，但略显冗长，不够简洁。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '简洁有力，吸引力强，但CTA稍显模板化。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案内容丰富，但结构稍显复杂，不够简洁。'}"
169,paid_ad_fab,C,3.8,4.6,4.8,文案内容全面但略显冗长，核心信息不够突出。,结构清晰，分点突出产品优势，CTA明确有力。,简洁有力，核心信息突出，适合快速阅读场景。,"{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案内容全面但略显冗长，核心信息不够突出。'}","{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '结构清晰，分点突出产品优势，CTA明确有力。'}","{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '简洁有力，核心信息突出，适合快速阅读场景。'}"
